"Group.1" "Group.2" "Group.3" "subject" "activity" "variable" "value"
"test" "STANDING" "fBodyAccJerkMeanFreqY" NA NA NA -0.15015673537797
"train" "STANDING" "fBodyAccJerkMeanFreqY" NA NA NA -0.124820871733421
"test" "WALKING" "fBodyAccJerkMeanFreqY" NA NA NA -0.346929288188125
"train" "WALKING" "fBodyAccJerkMeanFreqY" NA NA NA -0.35778634622031
"test" "WALKING_DOWNSTAIRS" "fBodyAccJerkMeanFreqY" NA NA NA -0.367165072502881
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerkMeanFreqY" NA NA NA -0.394086175110345
"test" "WALKING_UPSTAIRS" "fBodyAccJerkMeanFreqY" NA NA NA -0.456213357605096
"train" "WALKING_UPSTAIRS" "fBodyAccJerkMeanFreqY" NA NA NA -0.450871913310252
"test" "LAYING" "fBodyAccJerkMeanFreqZ" NA NA NA 0.0765647510680819
"train" "LAYING" "fBodyAccJerkMeanFreqZ" NA NA NA 0.067441959708236
"test" "SITTING" "fBodyAccJerkMeanFreqZ" NA NA NA -0.00780420978716904
"train" "SITTING" "fBodyAccJerkMeanFreqZ" NA NA NA 0.00711987425893235
"test" "STANDING" "fBodyAccJerkMeanFreqZ" NA NA NA 0.0142848080828008
"train" "STANDING" "fBodyAccJerkMeanFreqZ" NA NA NA 0.00376355048693595
"test" "WALKING" "fBodyAccJerkMeanFreqZ" NA NA NA -0.229917588557883
"train" "WALKING" "fBodyAccJerkMeanFreqZ" NA NA NA -0.245043249244543
"test" "WALKING_DOWNSTAIRS" "fBodyAccJerkMeanFreqZ" NA NA NA -0.251991375305
"train" "WALKING_DOWNSTAIRS" "fBodyAccJerkMeanFreqZ" NA NA NA -0.231188603351369
"test" "WALKING_UPSTAIRS" "fBodyAccJerkMeanFreqZ" NA NA NA -0.422737467091295
"train" "WALKING_UPSTAIRS" "fBodyAccJerkMeanFreqZ" NA NA NA -0.449250627553308
"test" "LAYING" "fBodyGyroMeanX" NA NA NA -0.969382140558659
"train" "LAYING" "fBodyGyroMeanX" NA NA NA -0.960446780433049
"test" "SITTING" "fBodyGyroMeanX" NA NA NA -0.975674870224033
"train" "SITTING" "fBodyGyroMeanX" NA NA NA -0.977875242783826
"test" "STANDING" "fBodyGyroMeanX" NA NA NA -0.929640505827068
"train" "STANDING" "fBodyGyroMeanX" NA NA NA -0.949080252780204
"test" "WALKING" "fBodyGyroMeanX" NA NA NA -0.362109013486694
"train" "WALKING" "fBodyGyroMeanX" NA NA NA -0.342625352351713
"test" "WALKING_DOWNSTAIRS" "fBodyGyroMeanX" NA NA NA -0.255811666394548
"train" "WALKING_DOWNSTAIRS" "fBodyGyroMeanX" NA NA NA -0.201783634086511
"test" "WALKING_UPSTAIRS" "fBodyGyroMeanX" NA NA NA -0.408927905006157
"train" "WALKING_UPSTAIRS" "fBodyGyroMeanX" NA NA NA -0.387804415129357
"test" "LAYING" "fBodyGyroMeanY" NA NA NA -0.966120752178771
"train" "LAYING" "fBodyGyroMeanY" NA NA NA -0.968139785280739
"test" "SITTING" "fBodyGyroMeanY" NA NA NA -0.973174330101833
"train" "SITTING" "fBodyGyroMeanY" NA NA NA -0.972183939828927
"test" "STANDING" "fBodyGyroMeanY" NA NA NA -0.958267475281955
"train" "STANDING" "fBodyGyroMeanY" NA NA NA -0.968026748042213
"test" "WALKING" "fBodyGyroMeanY" NA NA NA -0.425951988348931
"train" "WALKING" "fBodyGyroMeanY" NA NA NA -0.373186450008817
"test" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" NA NA NA -0.389901050633571
"train" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" NA NA NA -0.28679197429716
"test" "WALKING_UPSTAIRS" "fBodyGyroMeanY" NA NA NA -0.491062764201911
"train" "WALKING_UPSTAIRS" "fBodyGyroMeanY" NA NA NA -0.445290581715704
"test" "LAYING" "fBodyGyroMeanZ" NA NA NA -0.968285986927374
"train" "LAYING" "fBodyGyroMeanZ" NA NA NA -0.962619007583511
"test" "SITTING" "fBodyGyroMeanZ" NA NA NA -0.959785362179226
"train" "SITTING" "fBodyGyroMeanZ" NA NA NA -0.961503434618974
"test" "STANDING" "fBodyGyroMeanZ" NA NA NA -0.950343429605263
"train" "STANDING" "fBodyGyroMeanZ" NA NA NA -0.961498605240175
"test" "WALKING" "fBodyGyroMeanZ" NA NA NA -0.338214254380242
"train" "WALKING" "fBodyGyroMeanZ" NA NA NA -0.299156019251648
"test" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" NA NA NA -0.195446042195476
"train" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" NA NA NA -0.152922530932252
"test" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" NA NA NA -0.295292222497452
"train" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" NA NA NA -0.297544907199814
"test" "LAYING" "fBodyGyroStdX" NA NA NA -0.976403305605214
"train" "LAYING" "fBodyGyroStdX" NA NA NA -0.967206952885572
"test" "SITTING" "fBodyGyroStdX" NA NA NA -0.981948078452138
"train" "SITTING" "fBodyGyroStdX" NA NA NA -0.98248034318818
"test" "STANDING" "fBodyGyroStdX" NA NA NA -0.933147031785714
"train" "STANDING" "fBodyGyroStdX" NA NA NA -0.952324284970888
"test" "WALKING" "fBodyGyroStdX" NA NA NA -0.533422340395161
"train" "WALKING" "fBodyGyroStdX" NA NA NA -0.501130832201272
"test" "WALKING_DOWNSTAIRS" "fBodyGyroStdX" NA NA NA -0.414798335411905
"train" "WALKING_DOWNSTAIRS" "fBodyGyroStdX" NA NA NA -0.358229126788915
"test" "WALKING_UPSTAIRS" "fBodyGyroStdX" NA NA NA -0.508328984061571
"train" "WALKING_UPSTAIRS" "fBodyGyroStdX" NA NA NA -0.489514621167474
"test" "LAYING" "fBodyGyroStdY" NA NA NA -0.961109421824953
"train" "LAYING" "fBodyGyroStdY" NA NA NA -0.961463062750533
"test" "SITTING" "fBodyGyroStdY" NA NA NA -0.965280836802444
"train" "SITTING" "fBodyGyroStdY" NA NA NA -0.963557481329705
"test" "STANDING" "fBodyGyroStdY" NA NA NA -0.952000106052632
"train" "STANDING" "fBodyGyroStdY" NA NA NA -0.962401947845706
"test" "WALKING" "fBodyGyroStdY" NA NA NA -0.396217017188105
"train" "WALKING" "fBodyGyroStdY" NA NA NA -0.305965827883026
"test" "WALKING_DOWNSTAIRS" "fBodyGyroStdY" NA NA NA -0.442949501905
"train" "WALKING_DOWNSTAIRS" "fBodyGyroStdY" NA NA NA -0.32730982482787
"test" "WALKING_UPSTAIRS" "fBodyGyroStdY" NA NA NA -0.352975477855626
"train" "WALKING_UPSTAIRS" "fBodyGyroStdY" NA NA NA -0.266935034348369
"test" "LAYING" "fBodyGyroStdZ" NA NA NA -0.972050234487896
"train" "LAYING" "fBodyGyroStdZ" NA NA NA -0.964692895927505
"test" "SITTING" "fBodyGyroStdZ" NA NA NA -0.958576115132383
"train" "SITTING" "fBodyGyroStdZ" NA NA NA -0.961967228561431
"test" "STANDING" "fBodyGyroStdZ" NA NA NA -0.953564673195489
"train" "STANDING" "fBodyGyroStdZ" NA NA NA -0.96344778356623
"test" "WALKING" "fBodyGyroStdZ" NA NA NA -0.455425174120968
"train" "WALKING" "fBodyGyroStdZ" NA NA NA -0.392421798877651
"test" "WALKING_DOWNSTAIRS" "fBodyGyroStdZ" NA NA NA -0.404459674067143
"train" "WALKING_DOWNSTAIRS" "fBodyGyroStdZ" NA NA NA -0.370165715908925
"test" "WALKING_UPSTAIRS" "fBodyGyroStdZ" NA NA NA -0.288298632743737
"train" "WALKING_UPSTAIRS" "fBodyGyroStdZ" NA NA NA -0.293684227338677
"test" "LAYING" "fBodyGyroMeanFreqX" NA NA NA 0.00794820082000745
"train" "LAYING" "fBodyGyroMeanFreqX" NA NA NA -0.0271580759273205
"test" "SITTING" "fBodyGyroMeanFreqX" NA NA NA 0.0518606610295519
"train" "SITTING" "fBodyGyroMeanFreqX" NA NA NA 0.066688114386944
"test" "STANDING" "fBodyGyroMeanFreqX" NA NA NA -0.257545400482613
"train" "STANDING" "fBodyGyroMeanFreqX" NA NA NA -0.215859370847846
"test" "WALKING" "fBodyGyroMeanFreqX" NA NA NA -0.0604274944165524
"train" "WALKING" "fBodyGyroMeanFreqX" NA NA NA -0.0707009641699592
"test" "WALKING_DOWNSTAIRS" "fBodyGyroMeanFreqX" NA NA NA -0.146182511165952
"train" "WALKING_DOWNSTAIRS" "fBodyGyroMeanFreqX" NA NA NA -0.18016869468143
"test" "WALKING_UPSTAIRS" "fBodyGyroMeanFreqX" NA NA NA -0.207810887871741
"train" "WALKING_UPSTAIRS" "fBodyGyroMeanFreqX" NA NA NA -0.215043613374977
"test" "LAYING" "fBodyGyroMeanFreqY" NA NA NA -0.119523630232216
"train" "LAYING" "fBodyGyroMeanFreqY" NA NA NA -0.14689946168204
"test" "SITTING" "fBodyGyroMeanFreqY" NA NA NA -0.216900663478411
"train" "SITTING" "fBodyGyroMeanFreqY" NA NA NA -0.218458883941454
"test" "STANDING" "fBodyGyroMeanFreqY" NA NA NA -0.236036350127876
"train" "STANDING" "fBodyGyroMeanFreqY" NA NA NA -0.208259271266361
"test" "WALKING" "fBodyGyroMeanFreqY" NA NA NA -0.0696944825740524
"train" "WALKING" "fBodyGyroMeanFreqY" NA NA NA -0.110087867172912
"test" "WALKING_DOWNSTAIRS" "fBodyGyroMeanFreqY" NA NA NA -0.0212667596438095
"train" "WALKING_DOWNSTAIRS" "fBodyGyroMeanFreqY" NA NA NA -0.0538052977768661
"test" "WALKING_UPSTAIRS" "fBodyGyroMeanFreqY" NA NA NA -0.324358718723355
"train" "WALKING_UPSTAIRS" "fBodyGyroMeanFreqY" NA NA NA -0.317394132352703
"test" "LAYING" "fBodyGyroMeanFreqZ" NA NA NA 0.112908596725456
"train" "LAYING" "fBodyGyroMeanFreqZ" NA NA NA 0.113421892575601
"test" "SITTING" "fBodyGyroMeanFreqZ" NA NA NA -0.0588909067697556
"train" "SITTING" "fBodyGyroMeanFreqZ" NA NA NA 0.00493588377293157
"test" "STANDING" "fBodyGyroMeanFreqZ" NA NA NA -0.122110824197009
"train" "STANDING" "fBodyGyroMeanFreqZ" NA NA NA -0.0795498188794178
"test" "WALKING" "fBodyGyroMeanFreqZ" NA NA NA -0.0454257175669758
"train" "WALKING" "fBodyGyroMeanFreqZ" NA NA NA -0.0830021343186297
"test" "WALKING_DOWNSTAIRS" "fBodyGyroMeanFreqZ" NA NA NA 0.00483125885961905
"train" "WALKING_DOWNSTAIRS" "fBodyGyroMeanFreqZ" NA NA NA -0.02885430503036
"test" "WALKING_UPSTAIRS" "fBodyGyroMeanFreqZ" NA NA NA -0.253253595736943
"train" "WALKING_UPSTAIRS" "fBodyGyroMeanFreqZ" NA NA NA -0.263452206594166
"test" "LAYING" "fBodyAccMagMean" NA NA NA -0.957424189783985
"train" "LAYING" "fBodyAccMagMean" NA NA NA -0.943950932251599
"test" "SITTING" "fBodyAccMagMean" NA NA NA -0.951721972551935
"train" "SITTING" "fBodyAccMagMean" NA NA NA -0.952673262657854
"test" "STANDING" "fBodyAccMagMean" NA NA NA -0.949774215169173
"train" "STANDING" "fBodyAccMagMean" NA NA NA -0.958227593384279
"test" "WALKING" "fBodyAccMagMean" NA NA NA -0.277965865165121
"train" "WALKING" "fBodyAccMagMean" NA NA NA -0.274583992340065
"test" "WALKING_DOWNSTAIRS" "fBodyAccMagMean" NA NA NA 0.0766089178870952
"train" "WALKING_DOWNSTAIRS" "fBodyAccMagMean" NA NA NA 0.171065464344219
"test" "WALKING_UPSTAIRS" "fBodyAccMagMean" NA NA NA -0.292081504854565
"train" "WALKING_UPSTAIRS" "fBodyAccMagMean" NA NA NA -0.248835990713271
"test" "LAYING" "fBodyAccMagStd" NA NA NA -0.953138504479888
"train" "LAYING" "fBodyAccMagStd" NA NA NA -0.927962071920256
"test" "SITTING" "fBodyAccMagStd" NA NA NA -0.94208825496945
"train" "SITTING" "fBodyAccMagStd" NA NA NA -0.941966512135303
"test" "STANDING" "fBodyAccMagStd" NA NA NA -0.943924405018797
"train" "STANDING" "fBodyAccMagStd" NA NA NA -0.951799775699709
"test" "WALKING" "fBodyAccMagStd" NA NA NA -0.505450664375
"train" "WALKING" "fBodyAccMagStd" NA NA NA -0.469706683062806
"test" "WALKING_DOWNSTAIRS" "fBodyAccMagStd" NA NA NA -0.130476071203333
"train" "WALKING_DOWNSTAIRS" "fBodyAccMagStd" NA NA NA -0.0519754917174949
"test" "WALKING_UPSTAIRS" "fBodyAccMagStd" NA NA NA -0.39041721744586
"train" "WALKING_UPSTAIRS" "fBodyAccMagStd" NA NA NA -0.349171321564772
"test" "LAYING" "fBodyAccMagMeanFreq" NA NA NA 0.162555931626685
"train" "LAYING" "fBodyAccMagMeanFreq" NA NA NA 0.0985476981401137
"test" "SITTING" "fBodyAccMagMeanFreq" NA NA NA 0.100739377475153
"train" "SITTING" "fBodyAccMagMeanFreq" NA NA NA 0.119208592354555
"test" "STANDING" "fBodyAccMagMeanFreq" NA NA NA 0.0150691059552444
"train" "STANDING" "fBodyAccMagMeanFreq" NA NA NA 0.0614368297577918
"test" "WALKING" "fBodyAccMagMeanFreq" NA NA NA 0.246535948386573
"train" "WALKING" "fBodyAccMagMeanFreq" NA NA NA 0.159285968600769
"test" "WALKING_DOWNSTAIRS" "fBodyAccMagMeanFreq" NA NA NA 0.0232123926340833
"train" "WALKING_DOWNSTAIRS" "fBodyAccMagMeanFreq" NA NA NA 0.025813453780355
"test" "WALKING_UPSTAIRS" "fBodyAccMagMeanFreq" NA NA NA -0.0483207544237367
"train" "WALKING_UPSTAIRS" "fBodyAccMagMeanFreq" NA NA NA -0.0553662460718733
"test" "LAYING" "fBodyBodyAccJerkMagMean" NA NA NA -0.974611609068901
"train" "LAYING" "fBodyBodyAccJerkMagMean" NA NA NA -0.9741812297086
"test" "SITTING" "fBodyBodyAccJerkMagMean" NA NA NA -0.977173862342159
"train" "SITTING" "fBodyBodyAccJerkMagMean" NA NA NA -0.979261088468118
"test" "STANDING" "fBodyBodyAccJerkMagMean" NA NA NA -0.965635777255639
"train" "STANDING" "fBodyBodyAccJerkMagMean" NA NA NA -0.973202412219796
"test" "WALKING" "fBodyBodyAccJerkMagMean" NA NA NA -0.200266603682944
"train" "WALKING" "fBodyBodyAccJerkMagMean" NA NA NA -0.220474636401958
"test" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMean" NA NA NA -0.0487443964492857
"train" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMean" NA NA NA 0.027554426056359
"test" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMean" NA NA NA -0.355087381332696
"train" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMean" NA NA NA -0.353468006783504
"test" "LAYING" "fBodyBodyAccJerkMagStd" NA NA NA -0.973586610782123
"train" "LAYING" "fBodyBodyAccJerkMagStd" NA NA NA -0.97302950880597
"test" "SITTING" "fBodyBodyAccJerkMagStd" NA NA NA -0.976917733543788
"train" "SITTING" "fBodyBodyAccJerkMagStd" NA NA NA -0.978627076430793
"test" "STANDING" "fBodyBodyAccJerkMagStd" NA NA NA -0.965905446015038
"train" "STANDING" "fBodyBodyAccJerkMagStd" NA NA NA -0.972900383770015
"test" "WALKING" "fBodyBodyAccJerkMagStd" NA NA NA -0.201670204510645
"train" "WALKING" "fBodyBodyAccJerkMagStd" NA NA NA -0.229687911080799
"test" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagStd" NA NA NA -0.0504212059297857
"train" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagStd" NA NA NA -0.0387999123583974
"test" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagStd" NA NA NA -0.421213315287049
"train" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagStd" NA NA NA -0.439910272754185
"test" "LAYING" "fBodyBodyAccJerkMagMeanFreq" NA NA NA 0.276393066501602
"train" "LAYING" "fBodyBodyAccJerkMagMeanFreq" NA NA NA 0.282917208316915
"test" "SITTING" "fBodyBodyAccJerkMagMeanFreq" NA NA NA 0.29065200371501
"train" "SITTING" "fBodyBodyAccJerkMagMeanFreq" NA NA NA 0.277951586004961
"test" "STANDING" "fBodyBodyAccJerkMagMeanFreq" NA NA NA 0.224406711531579
"train" "STANDING" "fBodyBodyAccJerkMagMeanFreq" NA NA NA 0.261669016344236
"test" "WALKING" "fBodyBodyAccJerkMagMeanFreq" NA NA NA 0.0936747402477016
"train" "WALKING" "fBodyBodyAccJerkMagMeanFreq" NA NA NA 0.0706950272652586
"test" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMeanFreq" NA NA NA 0.0110669771928643
"train" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMeanFreq" NA NA NA 0.0239055378803245
"test" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMeanFreq" NA NA NA 0.0260491445522505
"train" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMeanFreq" NA NA NA 0.0790364924492824
"test" "LAYING" "fBodyBodyGyroMagMean" NA NA NA -0.957813942756052
"train" "LAYING" "fBodyBodyGyroMagMean" NA NA NA -0.953724931549396
"test" "SITTING" "fBodyBodyGyroMagMean" NA NA NA -0.964803846456212
"train" "SITTING" "fBodyBodyGyroMagMean" NA NA NA -0.964102259572317
"test" "STANDING" "fBodyBodyGyroMagMean" NA NA NA -0.935236448120301
"train" "STANDING" "fBodyBodyGyroMagMean" NA NA NA -0.952814999133916
"test" "WALKING" "fBodyBodyGyroMagMean" NA NA NA -0.448021014490363
"train" "WALKING" "fBodyBodyGyroMagMean" NA NA NA -0.393456402177055
"test" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMagMean" NA NA NA -0.344731299676667
"train" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMagMean" NA NA NA -0.266010319105811
"test" "WALKING_UPSTAIRS" "fBodyBodyGyroMagMean" NA NA NA -0.495846446322718
"train" "WALKING_UPSTAIRS" "fBodyBodyGyroMagMean" NA NA NA -0.429560837457409
"test" "LAYING" "fBodyBodyGyroMagStd" NA NA NA -0.95021154301676
"train" "LAYING" "fBodyBodyGyroMagStd" NA NA NA -0.939025835269367
"test" "SITTING" "fBodyBodyGyroMagStd" NA NA NA -0.95254545598778
"train" "SITTING" "fBodyBodyGyroMagStd" NA NA NA -0.951296691880249
"test" "STANDING" "fBodyBodyGyroMagStd" NA NA NA -0.914716719605263
"train" "STANDING" "fBodyBodyGyroMagStd" NA NA NA -0.936800772816594
"test" "WALKING" "fBodyBodyGyroMagStd" NA NA NA -0.52913161384879
"train" "WALKING" "fBodyBodyGyroMagStd" NA NA NA -0.451461098451794
"test" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMagStd" NA NA NA -0.407172196497619
"train" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMagStd" NA NA NA -0.341661716555527
"test" "WALKING_UPSTAIRS" "fBodyBodyGyroMagStd" NA NA NA -0.460677679282378
"train" "WALKING_UPSTAIRS" "fBodyBodyGyroMagStd" NA NA NA -0.346609728583225
"test" "LAYING" "fBodyBodyGyroMagMeanFreq" NA NA NA 0.0138165208314339
"train" "LAYING" "fBodyBodyGyroMagMeanFreq" NA NA NA -0.0458462007158778
"test" "SITTING" "fBodyBodyGyroMagMeanFreq" NA NA NA -0.0927008797590428
"train" "SITTING" "fBodyBodyGyroMagMeanFreq" NA NA NA -0.0702309121649533
"test" "STANDING" "fBodyBodyGyroMagMeanFreq" NA NA NA -0.212637017544925
"train" "STANDING" "fBodyBodyGyroMagMeanFreq" NA NA NA -0.172502975983245
"test" "WALKING" "fBodyBodyGyroMagMeanFreq" NA NA NA 0.203584895763851
"train" "WALKING" "fBodyBodyGyroMagMeanFreq" NA NA NA 0.146866932989706
"test" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMagMeanFreq" NA NA NA 0.0696012116396357
"train" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMagMeanFreq" NA NA NA 0.0661383641365012
"test" "WALKING_UPSTAIRS" "fBodyBodyGyroMagMeanFreq" NA NA NA -0.13814896750758
"train" "WALKING_UPSTAIRS" "fBodyBodyGyroMagMeanFreq" NA NA NA -0.182121427116609
"test" "LAYING" "fBodyBodyGyroJerkMagStd" NA NA NA -0.975401442439479
"train" "LAYING" "fBodyBodyGyroJerkMagStd" NA NA NA -0.977124064577114
"test" "SITTING" "fBodyBodyGyroJerkMagStd" NA NA NA -0.98400311509165
"train" "SITTING" "fBodyBodyGyroJerkMagStd" NA NA NA -0.984677767993779
"test" "STANDING" "fBodyBodyGyroJerkMagStd" NA NA NA -0.967361696372181
"train" "STANDING" "fBodyBodyGyroJerkMagStd" NA NA NA -0.975822682598253
"test" "WALKING" "fBodyBodyGyroJerkMagStd" NA NA NA -0.546820470782661
"train" "WALKING" "fBodyBodyGyroJerkMagStd" NA NA NA -0.501290499908646
"test" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMagStd" NA NA NA -0.494187116095476
"train" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMagStd" NA NA NA -0.483144255183296
"test" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMagStd" NA NA NA -0.706477443375796
"train" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMagStd" NA NA NA -0.701593753741845
"test" "LAYING" "fBodyBodyGyroJerkMagMean" NA NA NA -0.976359034581006
"train" "LAYING" "fBodyBodyGyroJerkMagMean" NA NA NA -0.978582414975124
"test" "SITTING" "fBodyBodyGyroJerkMagMean" NA NA NA -0.984435176130346
"train" "SITTING" "fBodyBodyGyroJerkMagMean" NA NA NA -0.985679431041991
"test" "STANDING" "fBodyBodyGyroJerkMagMean" NA NA NA -0.968115551522556
"train" "STANDING" "fBodyBodyGyroJerkMagMean" NA NA NA -0.97750742639738
"test" "WALKING" "fBodyBodyGyroJerkMagMean" NA NA NA -0.53629723682746
"train" "WALKING" "fBodyBodyGyroJerkMagMean" NA NA NA -0.507109768565555
"test" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMagMean" NA NA NA -0.472266338783095
"train" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMagMean" NA NA NA -0.423414186458479
"test" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMagMean" NA NA NA -0.666239280021231
"train" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMagMean" NA NA NA -0.655382609368593
